algo,episode,src,dst,path,hops,total_delay_ms,dropped,reward,loss,avg_utilization,avg_queue_util,total_dropped_data,link0_nodes,link0_delay,link0_bandwidth,link0_load,link0_utilization,link0_queue_size_cur,link0_queue_used_cur,link0_queue_util,link0_dropped_data,link1_nodes,link1_delay,link1_bandwidth,link1_load,link1_utilization,link1_queue_size_cur,link1_queue_used_cur,link1_queue_util,link1_dropped_data,link2_nodes,link2_delay,link2_bandwidth,link2_load,link2_utilization,link2_queue_size_cur,link2_queue_used_cur,link2_queue_util,link2_dropped_data,link3_nodes,link3_delay,link3_bandwidth,link3_load,link3_utilization,link3_queue_size_cur,link3_queue_used_cur,link3_queue_util,link3_dropped_data,link4_nodes,link4_delay,link4_bandwidth,link4_load,link4_utilization,link4_queue_size_cur,link4_queue_used_cur,link4_queue_util,link4_dropped_data,link5_nodes,link5_delay,link5_bandwidth,link5_load,link5_utilization,link5_queue_size_cur,link5_queue_used_cur,link5_queue_util,link5_dropped_data,link6_nodes,link6_delay,link6_bandwidth,link6_load,link6_utilization,link6_queue_size_cur,link6_queue_used_cur,link6_queue_util,link6_dropped_data,link7_nodes,link7_delay,link7_bandwidth,link7_load,link7_utilization,link7_queue_size_cur,link7_queue_used_cur,link7_queue_util,link7_dropped_data
DQN,26551,1,7,1→3→5→7,3,18.4406,0,0.7420,0.003100,0.0517,0.0865,0.0000,1→3,5.9865,144.9758,6.0000,0.0414,97,97.0000,1.0000,0.0000,3→5,5.9928,88.9866,37.6179,0.4227,69,69.0000,1.0000,0.0000,5→7,6.4612,86.4177,49.2812,0.5703,70,70.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26552,7,4,7→5→4,2,12.3241,0,0.8738,0.004771,0.0487,0.0833,0.0000,7→5,4.4144,166.7861,9.0000,0.0540,41,41.0000,1.0000,0.0000,5→4,7.9097,163.8236,89.1050,0.5439,57,57.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26553,0,2,0→1→2,2,7.4803,0,0.9092,0.001695,0.0695,0.1818,0.0000,0→1,5.2475,127.0316,6.0000,0.0472,58,58.0000,1.0000,0.0000,1→2,2.2328,131.7223,6.0000,0.0456,77,77.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26554,7,3,7→6→4→3,3,18.2378,1,0.5211,0.004493,0.0377,0.0554,58.1080,7→6,7.0378,50.2135,8.0000,0.1593,53,53.0000,1.0000,0.0000,6→4,6.0110,199.9545,91.1080,0.4556,94,94.0000,1.0000,0.0000,4→3,5.1890,31.4067,33.0000,1.0507,33,33.0000,1.0000,58.1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26555,5,4,5→4,1,3.5881,0,1.0195,0.002878,0.0281,0.0709,0.0000,5→4,3.5881,196.8976,63.8070,0.3241,81,81.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26556,5,4,5→4,1,7.9637,0,1.0128,0.009968,0.0771,0.1682,0.0000,5→4,7.9637,191.7297,8.0000,0.0417,86,86.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26557,3,2,3→4→2,2,15.1473,0,0.8508,0.003295,0.0368,0.0476,0.0000,3→4,7.5746,115.3407,11.0000,0.0954,95,95.0000,1.0000,0.0000,4→2,7.5727,65.2087,11.0000,0.1687,48,48.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26558,2,4,2→4,1,8.1308,0,0.9504,0.001763,0.0597,0.0818,0.0000,2→4,8.1308,48.1037,27.5158,0.5720,77,77.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26559,4,7,4→6→4→5→7,4,26.8911,0,0.1436,0.003375,0.0512,0.0522,0.0000,4→6,8.2149,125.5707,6.0000,0.0478,92,92.0000,1.0000,0.0000,6→4,8.2149,125.5707,54.7173,0.4357,92,92.0000,1.0000,0.0000,4→5,6.7348,116.1115,54.7173,0.4712,91,91.0000,1.0000,0.0000,5→7,3.7265,33.3739,54.7173,1.6395,88,88.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26560,4,5,4→5,1,6.8277,0,0.9945,0.005105,0.0600,0.1039,0.0000,4→5,6.8277,118.1762,34.1053,0.2886,96,96.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26561,3,7,3→5→7,2,12.9982,0,0.8957,0.002917,0.0565,0.1423,0.0000,3→5,6.2633,172.3217,25.1887,0.1462,93,93.0000,1.0000,0.0000,5→7,6.7349,137.0258,25.1887,0.1838,80,80.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26562,6,0,6→2→0,2,6.0215,1,0.6886,0.003103,0.0260,0.0306,57.4132,6→2,4.6590,145.6815,87.5615,0.6010,47,47.0000,1.0000,0.5615,2→0,1.3625,90.9890,51.2901,0.5637,41,41.0000,1.0000,56.8516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26563,7,4,7→5→4,2,6.8350,0,0.9201,0.003697,0.0387,0.1163,0.0000,7→5,3.1202,130.0374,21.4780,0.1652,68,68.0000,1.0000,0.0000,5→4,3.7147,165.9464,50.1655,0.3023,72,72.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26564,5,0,5→4→2→6→2→4→1→0,7,41.4222,0,-0.7185,0.002924,0.0483,0.0206,0.0000,5→4,6.0088,137.7859,9.0000,0.0653,90,90.0000,1.0000,0.0000,4→2,9.9768,75.5528,23.9901,0.3175,79,79.0000,1.0000,0.0000,2→6,4.2701,22.2103,33.0341,1.4873,74,74.0000,1.0000,0.0000,6→2,4.2701,22.2103,33.0341,1.4873,74,74.0000,1.0000,0.0000,2→4,9.9768,75.5528,33.0341,0.4372,79,79.0000,1.0000,0.0000,4→1,3.7511,145.4866,55.7681,0.3833,35,35.0000,1.0000,0.0000,1→0,3.1686,21.2883,42.5766,2.0000,67,80.1915,1.1969,0.0000,,,,,,,,,
DQN,26565,4,7,4→6→7,2,8.4096,0,0.8974,0.002670,0.0571,0.1509,0.0000,4→6,2.9052,196.8093,5.0000,0.0254,27,27.0000,1.0000,0.0000,6→7,5.5044,51.5784,17.7587,0.3443,58,58.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26566,6,3,6→4→3,2,16.1734,0,0.7947,0.006610,0.0485,0.0925,0.0000,6→4,8.2633,66.0561,21.3298,0.3229,55,55.0000,1.0000,0.0000,4→3,7.9101,51.5884,21.3298,0.4135,60,60.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26567,3,0,3→1→0,2,8.7867,0,0.8982,0.003471,0.0388,0.0554,0.0000,3→1,6.2835,126.6266,7.0000,0.0553,68,68.0000,1.0000,0.0000,1→0,2.5032,114.3537,7.0000,0.0612,80,80.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26568,5,7,5→3→4→6→7,4,24.8381,1,0.5808,0.004743,0.0356,0.0713,3.5372,5→3,8.1750,107.9144,16.4415,0.1524,85,85.0000,1.0000,0.0000,3→4,8.3609,146.6459,36.5372,0.2492,78,78.0000,1.0000,0.0000,4→6,6.1774,77.1177,36.5372,0.4738,86,86.0000,1.0000,0.0000,6→7,2.1248,119.6656,33.0000,0.2758,33,33.0000,1.0000,3.5372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26569,7,2,7→6→2,2,11.5772,0,0.9021,0.005380,0.0582,0.1213,0.0000,7→6,3.8272,80.2615,7.0000,0.0872,91,91.0000,1.0000,0.0000,6→2,7.7501,93.4067,7.0000,0.0749,94,94.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26570,1,5,1→3→5,2,10.8020,0,0.8893,0.004148,0.0241,0.0591,0.0000,1→3,3.4931,118.2567,7.0000,0.0592,80,80.0000,1.0000,0.0000,3→5,7.3089,57.6568,33.2958,0.5775,99,99.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26571,5,0,5→4→2→0,3,15.9252,0,0.7178,0.004860,0.0329,0.0754,0.0000,5→4,1.0415,104.3686,6.0000,0.0575,21,21.0000,1.0000,0.0000,4→2,8.5630,87.0782,47.5553,0.5461,29,29.0000,1.0000,0.0000,2→0,6.3207,130.7392,74.5658,0.5703,72,72.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26572,2,6,2→6,1,9.9170,0,0.9273,0.000729,0.0627,0.1228,0.0000,2→6,9.9170,72.5310,42.2360,0.5823,35,35.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26573,1,4,1→4,1,1.5169,0,0.9992,0.007678,0.0682,0.1246,0.0000,1→4,1.5169,37.2135,7.0000,0.1881,91,91.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26574,1,2,1→2,1,5.3483,0,0.9768,0.003581,0.0216,0.0383,0.0000,1→2,5.3483,61.3193,19.2798,0.3144,78,78.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26575,5,3,5→3,1,3.5307,0,1.0111,0.004932,0.0511,0.0737,0.0000,5→3,3.5307,161.0336,55.2804,0.3433,83,83.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26576,2,3,2→4→3,2,15.3167,0,0.8122,0.006731,0.0370,0.0735,0.0000,2→4,5.7058,45.6074,34.2460,0.7509,71,71.0000,1.0000,0.0000,4→3,9.6109,147.8287,79.6285,0.5387,73,73.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26577,5,4,5→4,1,5.5616,0,1.0140,0.009071,0.1013,0.2172,0.0000,5→4,5.5616,178.9742,15.0000,0.0838,77,77.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26578,6,5,6→7→5,2,12.5834,0,0.9037,0.011166,0.0605,0.1210,0.0000,6→7,4.3197,197.1603,11.0000,0.0558,53,53.0000,1.0000,0.0000,7→5,8.2638,156.3334,11.0000,0.0704,58,58.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26579,0,2,0→2,1,9.7246,0,0.9569,0.003906,0.0464,0.0950,0.0000,0→2,9.7246,94.9575,59.5785,0.6274,85,85.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26580,3,0,3→1→0,2,15.6620,0,0.8441,0.004058,0.0303,0.0651,0.0000,3→1,6.8642,86.9281,5.0000,0.0575,83,83.0000,1.0000,0.0000,1→0,8.7978,64.8384,5.0000,0.0771,37,37.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26581,3,4,3→4,1,4.6168,0,1.0052,0.005538,0.0521,0.1549,0.0000,3→4,4.6168,151.3301,9.0000,0.0595,63,63.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26582,1,0,1→0,1,4.0046,0,0.9970,0.002142,0.0501,0.1287,0.0000,1→0,4.0046,63.9163,15.0000,0.2347,99,99.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26583,2,0,2→0,1,8.2109,0,0.9766,0.001630,0.0568,0.1124,0.0000,2→0,8.2109,155.0179,74.0960,0.4780,69,69.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26584,3,1,3→1,1,2.1066,0,1.0176,0.002582,0.0509,0.1205,0.0000,3→1,2.1066,196.4163,63.0290,0.3209,64,64.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26585,2,3,2→4→3,2,11.9643,0,0.8454,0.003499,0.0557,0.1073,0.0000,2→4,5.2994,142.1716,8.0000,0.0563,75,75.0000,1.0000,0.0000,4→3,6.6649,21.5811,15.7728,0.7309,24,24.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26586,4,5,4→5,1,5.0355,0,1.0051,0.002906,0.0433,0.0900,0.0000,4→5,5.0355,196.1506,9.0000,0.0459,43,43.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26587,3,2,3→5→4→2,3,12.4324,1,0.3682,0.005567,0.0544,0.1288,78.5702,3→5,3.0077,197.4799,124.5702,0.6308,91,91.0000,1.0000,0.0000,5→4,6.4930,29.3289,46.0000,1.5684,46,46.0000,1.0000,78.5702,4→2,2.9317,77.2312,57.1217,0.7396,78,78.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26588,6,2,6→2,1,8.6266,0,0.9944,0.007163,0.0347,0.0721,0.0000,6→2,8.6266,193.4769,38.9878,0.2015,67,67.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26589,7,3,7→5→3,2,3.6887,0,0.9366,0.005284,0.0388,0.0874,0.0000,7→5,1.6894,150.8159,13.0000,0.0862,72,72.0000,1.0000,0.0000,5→3,1.9993,114.4754,29.8163,0.2605,23,23.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26590,4,2,4→2,1,4.3117,0,0.9773,0.004104,0.0435,0.1078,0.0000,4→2,4.3117,44.7225,24.0333,0.5374,96,96.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26591,2,0,2→1→2→0,3,28.7782,1,0.1939,0.003939,0.0329,0.0903,15.3563,2→1,9.9964,184.9072,11.0000,0.0595,50,50.0000,1.0000,0.0000,1→2,9.9964,184.9072,92.9546,0.5027,50,50.0000,1.0000,3.5000,2→0,8.7854,165.4600,92.9016,0.5615,87,87.0000,1.0000,11.8563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26592,1,5,1→3→1→0→2→1→0→1,7,55.5377,1,-3.5967,0.003880,0.0276,0.0299,19.6734,1→3,3.2536,143.8477,8.0000,0.0556,45,45.0000,1.0000,0.0000,3→1,3.2536,143.8477,58.6734,0.4079,45,45.0000,1.0000,0.0000,1→0,9.8592,61.3968,97.6734,1.5909,97,194.0000,2.0000,0.0000,0→2,9.4829,160.9671,97.6734,0.6068,79,79.0000,1.0000,0.0000,2→1,9.9701,164.5455,78.0000,0.4740,39,39.0000,1.0000,19.6734,1→0,9.8592,61.3968,97.6734,1.5909,97,194.0000,2.0000,0.0000,0→1,9.8592,61.3968,39.0000,0.6352,97,97.0000,1.0000,0.0000,,,,,,,,,
DQN,26593,7,2,7→6→2,2,14.2204,1,0.6985,0.003018,0.0640,0.1016,18.8183,7→6,9.5140,31.0877,22.5683,0.7260,40,40.0000,1.0000,0.0000,6→2,4.7064,88.1215,46.7159,0.5301,25,25.0000,1.0000,18.8183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26594,5,4,5→3→5→4,3,19.5913,0,0.3109,0.003065,0.0288,0.0354,0.0000,5→3,5.4984,97.5353,10.0000,0.1025,76,76.0000,1.0000,0.0000,3→5,5.4984,97.5353,58.6604,0.6014,76,76.0000,1.0000,0.0000,5→4,8.5945,78.9700,63.5817,0.8051,64,64.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26595,5,6,5→4→1→2→6,4,17.6172,0,0.7380,0.005555,0.0273,0.0515,0.0000,5→4,4.8073,161.1625,12.0000,0.0745,96,96.0000,1.0000,0.0000,4→1,6.5493,118.1622,12.0000,0.1016,82,82.0000,1.0000,0.0000,1→2,3.3444,195.9578,12.0000,0.0612,70,70.0000,1.0000,0.0000,2→6,2.9163,106.6339,12.0000,0.1125,69,69.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26596,2,5,2→4→5,2,19.5774,0,0.8399,0.005044,0.0506,0.1436,0.0000,2→4,9.6901,172.4003,6.0000,0.0348,90,90.0000,1.0000,0.0000,4→5,9.8873,154.7275,6.0000,0.0388,24,24.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26597,3,6,3→4→6,2,11.4947,0,0.8770,0.005511,0.0247,0.0467,0.0000,3→4,4.3291,72.4702,7.0000,0.0966,36,36.0000,1.0000,0.0000,4→6,7.1655,135.2978,8.6375,0.0638,91,91.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26598,0,1,0→1,1,2.3710,0,1.0042,0.004972,0.0730,0.1182,0.0000,0→1,2.3710,97.3467,32.2996,0.3318,90,90.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26599,4,5,4→5,1,6.4161,0,0.9994,0.003687,0.0324,0.0816,0.0000,4→5,6.4161,173.3076,85.4395,0.4930,91,91.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26600,6,2,6→2,1,6.2861,0,0.9662,0.019908,0.0534,0.1018,0.0000,6→2,6.2861,41.6426,10.0000,0.2401,69,69.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26601,2,3,2→4→3,2,11.2812,0,0.8326,0.001934,0.0651,0.1409,0.0000,2→4,1.3590,28.2975,31.0387,1.0969,26,26.0000,1.0000,0.0000,4→3,9.9221,130.6123,31.0387,0.2376,72,72.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26602,0,7,0→2→6→7,3,11.7470,0,0.7732,0.004900,0.0471,0.0984,0.0000,0→2,2.1973,35.6353,12.0000,0.3367,74,74.0000,1.0000,0.0000,2→6,6.2918,85.2700,13.8315,0.1622,50,50.0000,1.0000,0.0000,6→7,3.2579,148.7515,59.2797,0.3985,87,87.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26603,6,3,6→4→3,2,15.5342,1,0.7630,0.003251,0.0460,0.0945,19.7466,6→4,7.6176,133.6369,76.7466,0.5743,69,69.0000,1.0000,0.0000,4→3,7.9166,132.6939,57.0000,0.4296,57,57.0000,1.0000,19.7466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26604,2,3,2→4→3,2,10.8554,1,0.7481,0.003045,0.0348,0.0673,51.8034,2→4,1.1404,167.4966,111.8034,0.6675,67,67.0000,1.0000,0.0000,4→3,9.7150,189.3067,60.0000,0.3169,60,60.0000,1.0000,51.8034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26605,0,6,0→2→6,2,11.7153,0,0.8388,0.004635,0.0420,0.0419,0.0000,0→2,8.8368,88.4853,43.5545,0.4922,85,85.0000,1.0000,0.0000,2→6,2.8785,140.0909,43.5545,0.3109,66,66.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26606,6,7,6→7,1,5.4647,0,0.9584,0.004388,0.0581,0.0786,0.0000,6→7,5.4647,88.4435,44.8484,0.5071,44,44.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26607,5,3,5→4→2→1→3,4,17.7393,1,0.4726,0.002676,0.0161,0.0403,24.6758,5→4,1.0178,71.9067,38.0758,0.5295,76,76.0000,1.0000,0.0000,4→2,8.9580,84.2969,37.1023,0.4401,27,27.0000,1.0000,21.1780,2→1,3.3679,71.0081,40.3955,0.5689,37,37.0000,1.0000,3.4977,1→3,4.3957,71.6977,40.3955,0.5634,43,43.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26608,5,0,5→4→2→0,3,14.6624,0,0.7889,0.003124,0.0320,0.0946,0.0000,5→4,4.2767,166.0498,11.0000,0.0662,85,85.0000,1.0000,0.0000,4→2,6.2853,61.0854,29.7471,0.4870,91,91.0000,1.0000,0.0000,2→0,4.1004,137.3318,29.7471,0.2166,89,89.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26609,0,6,0→1→4→5→4→6,5,26.0445,1,0.0394,0.004755,0.0221,0.0531,32.7587,0→1,9.0910,133.6741,9.0000,0.0673,95,95.0000,1.0000,0.0000,1→4,8.4796,24.7066,9.0000,0.3643,87,87.0000,1.0000,0.0000,4→5,2.6420,186.0848,37.9097,0.2037,76,76.0000,1.0000,0.0000,5→4,2.6420,186.0848,80.7587,0.4340,76,76.0000,1.0000,0.0000,4→6,3.1900,73.5481,48.0000,0.6526,48,48.0000,1.0000,32.7587,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26610,6,7,6→7,1,8.2727,0,0.9603,0.007439,0.0885,0.1777,0.0000,6→7,8.2727,98.0405,7.0000,0.0714,33,33.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26611,7,0,7→6→2→0,3,12.9554,0,0.7586,0.006208,0.0211,0.0468,0.0000,7→6,8.0923,168.0818,4.0000,0.0238,85,85.0000,1.0000,0.0000,6→2,3.1852,35.7360,17.0867,0.4781,90,90.0000,1.0000,0.0000,2→0,1.6779,32.9406,17.0867,0.5187,32,32.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26612,1,0,1→0,1,3.9615,0,0.9578,0.002442,0.0285,0.0674,0.0000,1→0,3.9615,24.3783,10.0000,0.4102,54,54.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26613,4,6,4→6,1,5.8107,0,0.9286,0.002085,0.0781,0.1756,0.0000,4→6,5.8107,24.2309,15.1313,0.6245,29,29.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26614,7,0,7→6→2→0,3,13.8893,0,0.7793,0.001979,0.0486,0.1194,0.0000,7→6,3.5509,198.3858,11.0000,0.0554,67,67.0000,1.0000,0.0000,6→2,7.7689,30.5201,11.0000,0.3604,66,66.0000,1.0000,0.0000,2→0,2.5694,195.0679,46.6541,0.2392,79,79.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26615,4,1,4→1,1,9.5206,0,0.9407,0.002114,0.0506,0.1272,0.0000,4→1,9.5206,55.0725,36.1531,0.6565,73,73.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26616,4,7,4→5→7,2,12.4883,0,0.7822,0.004239,0.0390,0.0741,0.0000,4→5,8.2603,39.2136,16.0000,0.4080,66,66.0000,1.0000,0.0000,5→7,4.2280,32.4544,31.5954,0.9735,62,62.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26617,3,6,3→4→5→3→4→6,5,18.5911,0,-0.1688,0.004469,0.0306,0.0576,0.0000,3→4,4.0192,103.6729,22.0000,0.2122,68,136.0000,2.0000,0.0000,4→5,3.0482,72.8823,22.0000,0.3019,21,21.0000,1.0000,0.0000,5→3,2.6057,197.2938,22.0000,0.1115,39,39.0000,1.0000,0.0000,3→4,4.0192,103.6729,22.0000,0.2122,68,136.0000,2.0000,0.0000,4→6,4.8989,74.7506,11.0000,0.1472,58,58.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26618,7,5,7→5,1,2.8035,0,1.0040,0.004733,0.0408,0.0706,0.0000,7→5,2.8035,71.9281,12.0000,0.1668,93,93.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26619,7,6,7→6,1,2.2978,0,0.9667,0.002130,0.0369,0.0715,0.0000,7→6,2.2978,55.5332,12.0000,0.2161,26,26.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26620,2,1,2→1,1,9.1640,0,0.9836,0.003357,0.0922,0.2533,0.0000,2→1,9.1640,122.4293,10.0000,0.0817,76,76.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
